roaster_name,title,price,weight_label,weight_grams,price_per_oz,origin_country,origin_region,producer_or_farm,variety,process,elevation,tasting_notes,watchlist_match,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,product_url
Black & White Coffee Roasters,Sebastian Ramirez - Red Fruit,28.00,12oz,354,2.24,Colombia,Quindío,Sebastián Ramirez - Fincas El Placer,Caturra,Co-ferment,1700-1800 masl,"strawberries, peaches, pineapples, strawberry candy, peach preserves, pineapple upside down cake",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://www.blackwhiteroasters.com/products/r-sebastian-ramirez-red-fruit
Black & White Coffee Roasters,Yaye - Natural,28.00,12oz,354,2.24,Ethiopia,"Arbegona, Sidama",Yaye washing station,,Natural,,"sweet, bright, floral, fruity, tropical",,,,,,https://www.blackwhiteroasters.com/products/r-yaye-natural
Black & White Coffee Roasters,Aurelio Villatoro - Pacamara,22.00,12oz,354,1.76,Guatemala,Huehuetenango,Aurelio Villatoro / Campamento Alto,Pacamara,Washed,1750-1850 masl,"stone fruit, apricots, citrus zest, dried fruit, subtle spices, caramel, milk chocolate",,,,,,https://www.blackwhiteroasters.com/products/r-aurelio-villatoro-pacamara
Black & White Coffee Roasters,Edinson Argote - Thermal Shock Sidra,16.00,100g,100,4.54,,Timaná,Edinson Argote,Sidra,Thermal Shock,,"stone fruit, cocktail cherry, berry, raspberry",,,,,,https://www.blackwhiteroasters.com/products/r-edinson-argote-thermal-shock-sidra
Black & White Coffee Roasters,Nogales - Orange Bourbon,28.00,12oz,354,2.24,Colombia,"Bruselas, Huila",Los Nogales,Orange Bourbon,Thermal Shock,1750 masl,"floral, herbal, lemongrass, fruity, sweet, orange marmalade, peaches, creamy, strawberry smoothie",,,,,,https://www.blackwhiteroasters.com/products/r-nogales-orange-bourbon
Black & White Coffee Roasters,Stefan Muller - Chilled Washed,20.00,100g,113,5.02,Panama,,Stefan Muller - Hacienda Bajo Mono,Geisha,Chilled Washed,,,,,,,,https://www.blackwhiteroasters.com/products/r-stefan-muller-chilled-washed
Black & White Coffee Roasters,Jorge Jiménez - ASD Natural,20.00,100g,113,5.02,Panama,Boquete,"Jorge Jiménez, Finca Cabecera",Geisha,Anaerobic Slow Dry (ASD),1575-1600 masl,"magnolias, lavender, cocoa nibs, tropical fruit, wine-y, red sangria, natural wine, craft chocolate, pineapple jam, boozy, pet nat, port, Raisinets",,,,,,https://www.blackwhiteroasters.com/products/r-jorge-jimenez-x-lamastus-estate
Black & White Coffee Roasters,Wilmar Castillo - Washed Gesha,16.00,100g,100,4.54,Guatemala,"Hoja Blanca, Huehuetenango","Wilmar Castillo, Vista Al Bosque",Geisha,Washed,,"white flowers, cara cara oranges, plum, black tea",,,,,,https://www.blackwhiteroasters.com/products/r-wilmar-castillo-washed-gesha-jan-25
Black & White Coffee Roasters,La Palma - Bioinnovation Washed,30.00,100g,113,7.53,Colombia,Cundinamarca,La Palma Y El Tucán,Geisha,Bioinnovation Washed,,,La Palma y El Tucán,WBC Elite,WBC Producer,Coffees won WBC 2019,,https://www.blackwhiteroasters.com/products/r-la-palma-bioinnovation-washed
Black & White Coffee Roasters,La Esmeralda - Washed Gesha,30.00,100g,113,7.53,Panama,,Hacienda La Esmeralda,Geisha,Washed,,"jasmine, lemon verbena, white peach, white tea, wildflower honey, mango, lychee, pineapple, oolong",Peterson Family,CoE Legend,Best of Panama,Swept all 3 major BoP 2025 categories; record 98pts Washed Geisha; 1st place 2004-07;09-10;13;15;17-19;25,Put Geisha on the map 2004; established 1967,https://www.blackwhiteroasters.com/products/r-la-esmeralda-washed-gesha
Black & White Coffee Roasters,Kaizen and Coffee Year Round Blend,13.20,12oz,354,1.06,"China, Ethiopia",,,,Natural,,"red fruits, chocolate, balanced acidity",,,,,,https://www.blackwhiteroasters.com/products/the-natural-copy
Black & White Coffee Roasters,Gabriel Castaño - Pink Bourbon,22.00,12oz,354,1.76,Colombia,Huila,Gabriel Castaño,Pink Bourbon,Anaerobic Washed,,"soft florals, candied lemon, stone fruit, apricots, honey-like sweetness",,,,,,https://www.blackwhiteroasters.com/products/r-gabriel-castano-pink-bourbon-dec-24
Black & White Coffee Roasters,Halo Hartume - Washed,22.00,12oz,354,1.76,Ethiopia,"Gedeb, Yirgacheffe",Mijane Worassa,Ethiopian landrace selections,Washed,1900-2100 masl,"Clean, sweet, citric, floral, lemongrass, milk chocolate, black tea",,,,,,https://www.blackwhiteroasters.com/products/r-halo-hartume-washed
Black & White Coffee Roasters,Yeltsin Sagastume - COE 20,18.25,100g,354,1.46,Honduras,Santa Barbara,Yeltsin Sagastume (La Pila),Maracaturra,Anaerobic fermentation,,"mango, pineapple, blackberry, natural wine",,,,,,https://www.blackwhiteroasters.com/products/r-yeltsin-sagastume-coe-20
Black & White Coffee Roasters,Yerin Sagastume - COE 28,18.25,100g,354,1.46,Honduras,Santa Barbara,Yerin Sagastume (El Carreto),SL-28,Natural,,orange zest,,,,,,https://www.blackwhiteroasters.com/products/r-yerin-sagastume-coe-28
Black & White Coffee Roasters,Tuke Yute - Natural,28.00,12oz,354,2.24,Ethiopia,"Sidama, Keramo",Tuke Yute,SL 74158,Natural,2135 masl,"floral, milk chocolate, red fruit, raspberries, pineapple",,,,,,https://www.blackwhiteroasters.com/products/r-tuke-yute-natural
Black & White Coffee Roasters,Chachagüi - Natural,24.00,12oz,354,1.92,Colombia,"Chachagüi, Nariño","Ruby Alida Paguatian, José Ernesto Burbano, Juan Francisco Ortiz Sepúlveda, Yermy Pedraza, and Jorge Erazo","Castillo, Colombia, Caturra, Typica",Natural,1850-2000 masl,"chocolate-covered cherries, chocolate oranges, red cherry, dried mango, navel orange, milk chocolate",,,,,,https://www.blackwhiteroasters.com/products/r-chachagui-natural
Black & White Coffee Roasters,Daterra - Our Plot Project,24.00,12oz,354,1.92,Brazil,,Daterra,Yellow Arara,Anaerobic Natural,,,,,,,,https://www.blackwhiteroasters.com/products/r-daterra-our-plot-project-jan-25
Black & White Coffee Roasters,Yaye - Washed,26.00,12oz,354,2.08,Ethiopia,"Arbegona, Chericho, Sidama",Yaye,Ethiopian landrace,Washed,2230 masl,"white flowers, lemons, black tea, yellow stone fruit, champagne mangoes",,,,,,https://www.blackwhiteroasters.com/products/r-yaye-washed
Black & White Coffee Roasters,Finca Deborah - Nirvana,30.00,100g,113,7.53,Panama,Volcán,Finca Deborah,Geisha,Nirvana process (Nitrogen maceration),1900 masl,,Jamison Savage,WBC Elite,WBC Producer,Grand slam 2024 WBC (top 3 all used his coffee); WBC 2016 winner Berg Wu; 10+ national Brewers Cup champions; 2025 US Brewers Cup winner,Pioneer carbonic maceration; 2022 harvest pre-sold; cafe in St. Pete FL,https://www.blackwhiteroasters.com/products/r-finca-deborah-nirvana
Black & White Coffee Roasters,Diego Campos - Washed,20.00,12oz,354,1.60,Colombia,"La Plata, Huila",Diego Campos (Finca Tamina),Various,Washed,1950 masl,"sweet citrus, plums, brown sugar",,,,,,https://www.blackwhiteroasters.com/products/r-diego-campos-washed
Black & White Coffee Roasters,Shantawene - Washed,22.00,12oz,354,1.76,Ethiopia,"Shantawene, Sidamo",1600+ smallholders in the Shantawene area,"JARC varieties, local landraces",Washed,1950 masl,"floral, tropical, lemon zest, dark honey, lemon pound cake, stone fruit, apricots",Daye Bensa (Dukamo Brothers),Ethiopia Elite,CoE Ethiopia Repeat,6x top-10 CoE Ethiopia 2020-22; 2nd place 2022,Founded 1996; 71 stations; also roast as Buncho/Dukamo Coffee,https://www.blackwhiteroasters.com/products/r-shantawene-washed
Black & White Coffee Roasters,Gasca Brothers - Pink Bourbon Aji,,12oz,354,,Colombia,"Bruselas, Huila","Jhonatan & Johan Gasca, Zarza",Bourbon Aji,Washed,1780-1900 masl,"floral, sweet, lemon zest, peach, herbal",,,,,,https://www.blackwhiteroasters.com/products/r-gasca-brothers-pink-bourbon-aji
Black & White Coffee Roasters,César Llantén - Pink Bourbon,,12oz,354,,Colombia,"San Adolfo, Huila","César Llantén, La Florida",Pink Bourbon,Natural,1650 masl,"citrus, raspberries, jam, stone fruit, plums",,,,,,https://www.blackwhiteroasters.com/products/cesar-llanten-pink-bourbon
Black & White Coffee Roasters,Wilder Lazo - Natural Gesha,16.00,100g,100,4.54,Colombia,"Acevedo, Huila","Wilder Lazo, La Dinastía",Geisha,Natural,1470-2100 masl,"bergamot, citrus, lychee, pineapple, pomegranate, black cherry",,,,,,https://www.blackwhiteroasters.com/products/r-wilder-lazo-natural-gesha
Black & White Coffee Roasters,Unblended: Development Project,24.00,12oz,354,1.92,Colombia,Antioquia,Various,,Natural,,"lemongrass, hops, fruity, sweet, mixed berry compote, dark chocolate",,,,,,https://www.blackwhiteroasters.com/products/r-unblended-development-lot
Black & White Coffee Roasters,Jhonatan Gasca - Natural Pacamara,,100g,113,,Colombia,,Jhonatan Gasca,Pacamara,Natural,,,,,,,,https://www.blackwhiteroasters.com/products/r-jhonatan-gasca-natural-pacamara
Black & White Coffee Roasters,José Merchán - Delagua Natural,24.00,12oz,354,1.92,Colombia,"Magdalena, La Sierra Nevada",José Merchán,,Anaerobic Natural,,"wine-y, dark fruit, red raspberry, purple grape, dark chocolate, cocoa nibs, dark chocolate-covered cherry cordial",,,,,,https://www.blackwhiteroasters.com/products/r-jose-merchan-delagua-natural
Black & White Coffee Roasters,Haider Stout Barrel Collab  (subscriber exclusive),,12oz,354,,,,Haider Aba Mecha Farm,Catuai,Cinnamon Anaerobic Washed + Bourbon Barrel-aged,1500-1900 masl,,,,,,,https://www.blackwhiteroasters.com/products/haider-stout-barrel-collab
Black & White Coffee Roasters,Shady & Elias Bayter - Christmas Candy,28.00,12oz,354,2.24,Colombia,Tolima,"Shady and Elias Bayter, El Vergel","Castillo, Pink Bourbon",Juicy Cherry (Anaerobic) and CH5 (Yeast Washed),,spiced,,,,,,https://www.blackwhiteroasters.com/products/r-shady-elias-bayter-christmas-candy
Black & White Coffee Roasters,Riripa - Washed,22.00,12oz,354,1.76,Ethiopia,"Nensebo, West Arsi",Negusse Debela / Haji Betro Wet Mill,,Washed,,"floral, tropical, lemon zest, dark honey, lemon pound cake, stone fruit, apricots",,,,,,https://www.blackwhiteroasters.com/products/r-riripa-washed
Black & White Coffee Roasters,Kello Gómez - Chiroso,28.00,12oz,354,2.24,Colombia,"Buesaco, Nariño","Ezequiel ""Kello"" Gómez, La Esperanza",Chiroso,Washed,1900 - 2100 masl,"black currant, soft florals, sweet citrus, oolong tea",,,,,,https://www.blackwhiteroasters.com/products/r-kello-gomez-chiroso
Black & White Coffee Roasters,Lica Torres - Black Cherry,28.00,12oz,354,2.24,Costa Rica,Brunca,Lica Torres,Milenio,Black Cherry,1500 masl,,Manuel Antonio Barrantes,Legend,ACE Legend of Excellence,10x CoE winner; pioneer micro-mill model,Inspired 200+ micro-mills across Costa Rica; Blue Flag Award,https://www.blackwhiteroasters.com/products/r-lica-torres-black-cherry-oct-24
Black & White Coffee Roasters,Pablo Guerrero - Gesha,18.25,100g,354,1.46,Colombia,"Tangua, Nariño","Pablo Guerrero, Hacienda El Obraje",Geisha,Washed,,"vibrant florals, citrus, bergamot, stone fruit, white peaches, oolong tea",,,,,,https://www.blackwhiteroasters.com/products/r-pablo-guerrero-gesha
Black & White Coffee Roasters,Bekele Belaycho - Anaerobic Natural,28.00,12oz,354,2.24,Ethiopia,"Bensa, Sidama",Bekele Belaycho,SL 74158,Anaerobic Natural,2215 masl,"mangoes, raspberries, rose, milk chocolate",Daye Bensa (Dukamo Brothers),Ethiopia Elite,CoE Ethiopia Repeat,6x top-10 CoE Ethiopia 2020-22; 2nd place 2022,Founded 1996; 71 stations; also roast as Buncho/Dukamo Coffee,https://www.blackwhiteroasters.com/products/r-bekele-belaycho-anaerobic-natural
Black & White Coffee Roasters,Nestor Lasso - Thermal Shock Decaf,26.00,12oz,354,2.08,,,"Nestor Lasso, El Diviso",,Thermal Shock Ethyl Acetate Decaffeination,,,Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://www.blackwhiteroasters.com/products/r-nestor-lasso-thermal-shock-decaf
Black & White Coffee Roasters,Jhoan Vergara - Thermal Shock Java,15.00,100g,113,3.76,Colombia,,"Jhoan Vergara, Las Flores",Java,Thermal Shock,,"strawberries, blueberries, raspberries, citrus, sangria, Cocoa nib, lemon verbena",,,,,,https://www.blackwhiteroasters.com/products/r-jhoan-vergara-thermal-shock-java
Black & White Coffee Roasters,Danche - Anaerobic Honey,26.00,12oz,354,2.08,Ethiopia,Gedeb,Negusse Debela,,Anaerobic Honey,,"white flowers, tangerines, stone fruit",Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://www.blackwhiteroasters.com/products/r-danche-anaerobic-honey
Black & White Coffee Roasters,The Future - Gummy Worms,26.00,12oz,354,2.08,"Ethiopia, Colombia","Gedeb, Gedeo, Quindio, Armenia","Danche, Sebastian Ramirez, Jairo Arcila",,"Washed, Fruit Co-fermented, Anaerobic",,"Haribo Watermelon, Nerds Rope, Peach Rings, Trolli Night Crawlers",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://www.blackwhiteroasters.com/products/r-the-future-gummy-worms
Black & White Coffee Roasters,Benjamin Paz - Washed Gesha,15.00,100g,113,3.76,Honduras,"El Cedral, Santa Barbara",Benjamin Paz,Geisha,Washed,1680 masl,"soft florals, stone fruit, cherry, Meyer lemons, Vanilla, yellow tropical fruits, mango, passionfruit, papaya, green apples, orange zest, magnolia, chamomile, lavender, rose hips",Benjamin Paz,Legend,ACE Legend of Excellence,5x CoE winner; 1st place 2022 & 2024,Mentored 7 producers who reached CoE auction,https://www.blackwhiteroasters.com/products/r-benjamin-paz-washed-gesha-oct-2024
Black & White Coffee Roasters,Edwin Noreña - Strawberry Blossom,16.00,100g,100,4.54,Colombia,Quindio,Edwin Noreña,,"Blend of three experimental processes (Carbonic Maceration, Golden Washed, Anaerobic Fermentation)",,"Strawberry Blossom, florality",Edwin Noreña,WBC Elite,WBC Producer / CoE Judge,Q-Grader; Q-Processor; head judge Colombian CoE; creator Santuario Project,Agroindustrial engineer + biotechnology; mossto = winemaking must adapted to coffee,https://www.blackwhiteroasters.com/products/r-edwin-norena-strawberry-blossom
Black & White Coffee Roasters,Ratnagiri Estate - White Flowers,16.00,100g,354,1.28,India,,Ratnagiri Estate,,Co-fermented with flowers,,"white flowers, perfume-like, chamomile, citrus, oranges",,,,,,https://www.blackwhiteroasters.com/products/r-ratnagiri-estate-white-flowers
Black & White Coffee Roasters,Fredy Orantes - Natural Gesha,28.00,12oz,354,2.24,Guatemala,"Santa Rosa, Fraijanes",Fredy Orantes,Geisha,Natural,1870 masl,"honeysuckle, cara cara, citrus, raspberry, strawberry, chocolate",,,,,,https://www.blackwhiteroasters.com/products/r-fredy-orantes-natural-gesha
Black & White Coffee Roasters,Mewa - Natural,26.00,12oz,354,2.08,Ethiopia,"Nansebo, West Arsi",Mewa Washing Station,"74110, 74112, JARC landrace selections",Natural,at and around 2000 masl,"watermelon, kumquat, passion fruit candy, milk chocolate, tropical",Boledu Coffee (Mebrahtu Aynalem),Ethiopia Elite,CoE Ethiopia Winner,Multiple CoE awards; Golden Bean Australia,750 smallholder producers; experimental + traditional,https://www.blackwhiteroasters.com/products/r-mewa-natural
Black & White Coffee Roasters,Lica Torres - Anaerobic Natural Gesha,26.00,12oz,354,2.08,Costa Rica,Brunca,Lica Torres,Geisha,Anaerobic Natural,1800 masl,,Manuel Antonio Barrantes,Legend,ACE Legend of Excellence,10x CoE winner; pioneer micro-mill model,Inspired 200+ micro-mills across Costa Rica; Blue Flag Award,https://www.blackwhiteroasters.com/products/r-lica-torres-anaerobic-natural-gesha
Black & White Coffee Roasters,Raro Boda - Natural,26.00,12oz,354,2.08,Ethiopia,"Uraga, Guji, Oromia",Negussee Debela | SNAP Specialty Coffees,,Natural,,"raspberry, grape, apricot, raspberry preserves, grape jelly, apricot jam",,,,,,https://www.blackwhiteroasters.com/products/r-raro-boda-natural
Black & White Coffee Roasters,The Future - Sweet Berry Wine,26.00,12oz,354,2.08,Colombia,Guji,Ture Waji (Shoondhisa),,"Anaerobic, Co-fermentation, Natural",,"berry, wine, fruity, sweet, funk",,,,,,https://www.blackwhiteroasters.com/products/r-the-future-sweet-berry-wine
Black & White Coffee Roasters,Paola Trujillo - SL28 Thermal Shock,35.00,12oz,354,2.80,Colombia,"Caldono, Cauca",Paola Trujillo,SL-28,Thermal Shock Washed,,"citrus fruit, bergamot, lemon zest, lavender, yellow stone fruit, yellow peaches",,,,,,https://www.blackwhiteroasters.com/products/r-paola-trujillo-sl28-thermal-shock
Black & White Coffee Roasters,Diego Bermudez - Y05 Thermal Shock,26.00,12oz,354,2.08,,,Diego Bermudez,Castillo,Thermal Shock,,tropical fruits,Diego Bermudez,WBC/CoE,CoE / Controversial,Highest auction price CoE Colombia 2018; BoP disqualification controversy,Controversial — understand debates around methods,https://www.blackwhiteroasters.com/products/r-diego-bermudez-y05-lychee
Black & White Coffee Roasters,Jairo Arcila - Mandarin,26.00,12oz,354,2.08,Colombia,"Armenia, Quindio","Jairo Arcila, Finca Santa Monica",Castillo,Washed + Co-ferment,1400-1450 masl,"orange zest, black tea, lavender lemonade, mosaic hops",,,,,,https://www.blackwhiteroasters.com/products/r-jairo-arcila-mandarin
Black & White Coffee Roasters,Wilton Benitez - Thermal Shock Red Bourbon,22.00,12oz,354,1.76,Colombia,Cauca,Wilton Benitez (Granja El Paraíso-92),Red Bourbon,Thermal Shock Washed,,,Wilton Benitez,WBC Elite,WBC Producer,Coffees used at WBC regularly; pioneer thermal shock + double-anaerobic + UV/ozone,Chemical engineer; Pink Bourbon via JBC most accessible,https://www.blackwhiteroasters.com/products/r-wilton-benitez-thermal-shock-red-bourbon
Black & White Coffee Roasters,Aponte Village -  Honey,22.00,12oz,354,1.76,Colombia,Nariño,Aponte Village,,Honey,,"marmalade, black plum, honey",,,,,,https://www.blackwhiteroasters.com/products/r-aponte-village-honey
Black & White Coffee Roasters,Gesha Village - Lot 108,30.00,100g,113,7.53,Ethiopia,Bench Maji zone,Gesha Village Estate,Geisha,Natural,,"floral, bergamot, stone fruit, peach",Adam Overton & Rachel Samuel,Ethiopia Elite,Ethiopia Pioneer,Record price for African coffee ($254/lb at 6th auction); 471ha farm growing Geisha at origin; coffees used by barista competitors globally,Co-founded with Willem Boot; seeds from Gori Gesha forest; 8 terroir blocks; own annual auction,https://www.blackwhiteroasters.com/products/r-gesha-village-lot-108
Black & White Coffee Roasters,The Future - Strawberry Daiquiri,26.00,12oz,354,2.08,,,,Catiope,Anaerobic and co-fermentation,,"strawberry daiquiri, strawberry, peach",,,,,,https://www.blackwhiteroasters.com/products/r-the-future-strawberry-daiquiri
Black & White Coffee Roasters,Gamatui Natural - 48hr Anaerobic,24.00,12oz,354,1.92,Uganda,"Kapchorwa, Sipi Falls",Gamatui Community,,Anaerobic Natural,,"spicy, boozy, grape-y, grape jelly, spiced rum, créme brûlée, grape slushie",,,,,,https://www.blackwhiteroasters.com/products/r-gamatui-natural-48hr-anaerobic
Black & White Coffee Roasters,Martha Arcila - Washed,20.00,12oz,354,1.60,Colombia,"Armenia, Quindio",Martha Arcila,Castillo,Washed,1450-1500 masl,"citrus, red apples, brown sugar, candy apples, dried figs, poached pears",,,,,,https://www.blackwhiteroasters.com/products/r-martha-arcila-washed
Black & White Coffee Roasters,The House That Gesha Built,26.00,12oz,354,2.08,"Colombia, Honduras, Ethiopia",,"Uba, Hayvis Sagastume, Gesha Village, Sebastian Ramirez, Sebastian Gomez",Geisha,Washed,,,Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://www.blackwhiteroasters.com/products/r-the-house-that-gesha-built
Black & White Coffee Roasters,Ximeng - Double Anaerobic Natural,24.00,12oz,354,1.92,China,"Ximeng, Yunnan",Torch Coffee (Marty Pollack),Catimor,Double Anaerobic Natural,,"blackberry cobbler, rum raisin, Mexican chocolate",,,,,,https://www.blackwhiteroasters.com/products/r-ximeng-double-anaerobic-natural
Black & White Coffee Roasters,La Palma Lactic Gesha - Lot 35,30.00,100g,113,7.53,Colombia,Cundinamarca,La Palma Y El Tucán,Geisha,Lactic Fermentation,,"bergamot, rose, sweet citrus, lemon curd, vanilla, peach, peaches and cream, cherries, pear, macintosh apples",La Palma y El Tucán,WBC Elite,WBC Producer,Coffees won WBC 2019,,https://www.blackwhiteroasters.com/products/r-la-palma-lactic-gesha-lot-35
Black & White Coffee Roasters,Familia Vergara - Thermal Shock Natural,35.00,12oz,354,2.80,Colombia,,"Nestor Lasso, Adrian Lasso, and Jhoan Vergara (El Diviso)","Chiroso, Red Bourbon, Sidra",Thermal Shock Natural,,,Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://www.blackwhiteroasters.com/products/r-familia-vergara-thermal-shock-natural
Black & White Coffee Roasters,Nogales Low Caff - Caturra,26.00,12oz,354,2.08,Colombia,Huila,Los Nogales,Caturra,Ethyl Acetate Decaffeination,,,,,,,,https://www.blackwhiteroasters.com/products/r-nogales-low-caff-caturra
Black & White Coffee Roasters,Jaime Zuluaga - Yellow Caturra,26.00,12oz,354,2.08,Colombia,"Armenia, Quindio","Jaime Zuluaga, El Saman",Yellow Caturra,Anaerobic Natural,1500-1600 masl,"sangria, raspberry, orange, dark chocolate",,,,,,https://www.blackwhiteroasters.com/products/r-jaime-zuluaga-yellow-caturra
Black & White Coffee Roasters,The Future - Fruit Punch,26.00,12oz,354,2.08,Colombia,,"Elkin Guzman, Diego Orta, Sebastian Ramirez",,Anaerobic and co-fermentation,,"tropical fruits, Hawaiian Punch",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://www.blackwhiteroasters.com/products/r-the-future-fruit-punch
Black & White Coffee Roasters,Andres Cardona - Purple Honey,24.00,12oz,354,1.92,Colombia,"Santa Barbara, Antioquia",Andrés Cardona,Castillo,Purple Honey,1650 masl,"wine-y, California Cab, dark chocolate, chocolate-covered cherries",,,,,,https://www.blackwhiteroasters.com/products/r-andres-cardona-purple-honey
Black & White Coffee Roasters,Julio Madrid - Peach Colada,24.00,12oz,354,1.92,Colombia,"La Estrella, Risaralda",Julio Madrid - Finca La Riviera,Geisha,Co-ferment,1750 masl,"peach, peach cobbler, coconut cream, melon, red fruit, cherries",,,,,,https://www.blackwhiteroasters.com/products/r-julio-madrid-peach-colada
Black & White Coffee Roasters,Marysabel Y Moisés,20.00,12oz,354,1.60,Honduras,"La Paz, Marcala","Marysabel Caballero, Moisés Herrera, and Finca Los Lirios",Catuai,Washed,,"bright, vibrant acidity, stone fruit, apricots, complex, nutty sweetness",,,,,,https://www.blackwhiteroasters.com/products/r-marysabel-y-moises
Black & White Coffee Roasters,Rosa Cortez - Gesha Lot 3333,26.00,12oz,354,2.08,Colombia,Cundinamarca,Rosa Cortez,Geisha,Anaerobic Natural,,,,,,,,https://www.blackwhiteroasters.com/products/r-rosa-cortez-gesha-lot-3333
Black & White Coffee Roasters,Sebastian Ramirez - Strawberry Kiwi,28.00,12oz,354,2.24,Colombia,Quindío,"Sebastián Ramírez, Fincas El Placer","Caturra, Pink Bourbon",Co-ferment,,"strawberry, kiwi, mango, lychee",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://www.blackwhiteroasters.com/products/r-sebastian-ramirez-strawberry-kiwi
Black & White Coffee Roasters,Benjamin Paz - Salad,35.00,12oz,354,2.80,Honduras,"El Cedral, Santa Barbara",Benjamin Paz,"Geisha, SL-28",Washed,1700 masl,"soft florals, subtle spice, red currants, sweet citrus",Benjamin Paz,Legend,ACE Legend of Excellence,5x CoE winner; 1st place 2022 & 2024,Mentored 7 producers who reached CoE auction,https://www.blackwhiteroasters.com/products/r-benjamin-paz-salad
Black & White Coffee Roasters,Benjamin Paz - SL28 Washed,35.00,12oz,354,2.80,Honduras,Santa Barbara,Benjamin Paz,SL-28,Washed,1700 masl,"red currant, floral, cinnamon buns, spiced",Benjamin Paz,Legend,ACE Legend of Excellence,5x CoE winner; 1st place 2022 & 2024,Mentored 7 producers who reached CoE auction,https://www.blackwhiteroasters.com/products/r-benjamin-paz-sl28-washed
Black & White Coffee Roasters,Benjamin Paz - SL28 Natural,35.00,12oz,354,2.80,Honduras,"El Cedral, Santa Barbara",Benjamin Paz,SL-28,Natural,1700 masl,"tropical, vibrant, juicy, sangria",Benjamin Paz,Legend,ACE Legend of Excellence,5x CoE winner; 1st place 2022 & 2024,Mentored 7 producers who reached CoE auction,https://www.blackwhiteroasters.com/products/r-benjamin-paz-sl28-natural
Black & White Coffee Roasters,Jhoan Vergara - Thermal Shock Gesha,35.00,12oz,354,2.80,Colombia,"Bruselas, Huila","Jhoan Vergara, Las Flores",Geisha,Thermal Shock,2000 masl,"magnolia, white peach, lemonade, oolong tea",,,,,,https://www.blackwhiteroasters.com/products/r-jhoan-vergara-thermal-shock-gesha
Black & White Coffee Roasters,El Burro - ASD Gesha,30.00,100g,113,7.53,Panama,Panamanian highlands,El Burro Estate,Geisha,Anaerobic Slow Dry,,,,,,,,https://www.blackwhiteroasters.com/products/r-el-burro-asd-gesha
Black & White Coffee Roasters,Nelson Moreno - Anaerobic Washed,24.00,12oz,354,1.92,Honduras,Santa Barbara,Nelson Moreno,"Bourbon, Pacas",Anaerobic Washed,,"stone fruit, fresh citrus notes, vibrant acidity, peaches, apricot, pear, baked good vibes",,,,,,https://www.blackwhiteroasters.com/products/r-nelson-moreno-anaerobic-washed
Black & White Coffee Roasters,Benjamin Paz - SL28 Honey,35.00,12oz,354,2.80,Honduras,Santa Barbara,Benjamin Paz - La Salsa,SL-28,Honey,1700 masl,"spice, grilled mangoes, apple pie",Benjamin Paz,Legend,ACE Legend of Excellence,5x CoE winner; 1st place 2022 & 2024,Mentored 7 producers who reached CoE auction,https://www.blackwhiteroasters.com/products/r-benjamin-paz-sl28-honey
Black & White Coffee Roasters,Elkin Guzman - Yellow Fruit Nectar,28.00,12oz,354,2.24,Colombia,Huila,Elkin Guzman - El Mirador,"Bourbon, Catiope",Co-ferment,1550-1750 masl,"passion fruit, tart strawberry, nectarine, Smarties, Sweet Tarts, Mamba Fruit Chews",,,,,,https://www.blackwhiteroasters.com/products/r-elkin-guzman-yellow-fruit-nectar
Black & White Coffee Roasters,Diego Campos - Natural,24.00,12oz,354,1.92,Colombia,La Plata,Diego Campos,Castillo,Natural,,"sangria, tropical fruit, boozy, chocolate-y",,,,,,https://www.blackwhiteroasters.com/products/r-diego-campos-natural
